Date,Env,GDD
2020-02-01T00:00:00Z,BOKU,617.1239583289997
2020-02-01T00:00:00Z,NMBU,222.10000000000014
2020-02-01T00:00:00Z,Secobra,56.2
2020-02-02T00:00:00Z,BOKU,622.7249999989997
2020-02-02T00:00:00Z,NMBU,222.10000000000014
2020-02-02T00:00:00Z,Secobra,60.7
2020-02-03T00:00:00Z,BOKU,625.7812499989997
2020-02-03T00:00:00Z,NMBU,222.10000000000014
2020-02-03T00:00:00Z,Secobra,62.1
2020-02-04T00:00:00Z,BOKU,627.0999999989997
2020-02-04T00:00:00Z,NMBU,222.10000000000014
2020-02-04T00:00:00Z,Secobra,62.1
2020-02-05T00:00:00Z,BOKU,627.0999999989997
2020-02-05T00:00:00Z,NMBU,222.10000000000014
2020-02-05T00:00:00Z,Secobra,62.1
2020-02-06T00:00:00Z,BOKU,627.0999999989997
2020-02-06T00:00:00Z,NMBU,222.10000000000014
2020-02-06T00:00:00Z,Secobra,62.1
2020-02-07T00:00:00Z,BOKU,627.0999999989997
2020-02-07T00:00:00Z,NMBU,222.10000000000014
2020-02-07T00:00:00Z,Secobra,62.1
2020-02-08T00:00:00Z,BOKU,627.0999999989997
2020-02-08T00:00:00Z,NMBU,222.10000000000014
2020-02-08T00:00:00Z,Secobra,62.1
2020-02-09T00:00:00Z,BOKU,627.0999999989997
2020-02-09T00:00:00Z,NMBU,222.10000000000014
2020-02-09T00:00:00Z,Secobra,62.1
2020-02-10T00:00:00Z,BOKU,627.0999999989997
2020-02-10T00:00:00Z,NMBU,222.10000000000014
2020-02-10T00:00:00Z,Secobra,66.3
2020-02-11T00:00:00Z,BOKU,627.6062499989997
2020-02-11T00:00:00Z,NMBU,222.10000000000014
2020-02-11T00:00:00Z,Secobra,66.3
2020-02-12T00:00:00Z,BOKU,627.6062499989997
2020-02-12T00:00:00Z,NMBU,222.10000000000014
2020-02-12T00:00:00Z,Secobra,66.3
2020-02-13T00:00:00Z,BOKU,627.8760416659998
2020-02-13T00:00:00Z,NMBU,222.10000000000014
2020-02-13T00:00:00Z,Secobra,66.3
2020-02-14T00:00:00Z,BOKU,629.0760416659998
2020-02-14T00:00:00Z,NMBU,222.10000000000014
2020-02-14T00:00:00Z,Secobra,66.7
2020-02-15T00:00:00Z,BOKU,631.1479166659998
2020-02-15T00:00:00Z,NMBU,222.10000000000014
2020-02-15T00:00:00Z,Secobra,66.7
2020-02-16T00:00:00Z,BOKU,631.8781249989997
2020-02-16T00:00:00Z,NMBU,222.70000000000013
2020-02-16T00:00:00Z,Secobra,68.10000000000001
2020-02-17T00:00:00Z,BOKU,634.2041666659998
2020-02-17T00:00:00Z,NMBU,222.90000000000012
2020-02-17T00:00:00Z,Secobra,72.30000000000001
2020-02-18T00:00:00Z,BOKU,637.2249999989998
2020-02-18T00:00:00Z,NMBU,222.90000000000012
2020-02-18T00:00:00Z,Secobra,72.70000000000002
2020-02-19T00:00:00Z,BOKU,637.4177083319998
2020-02-19T00:00:00Z,NMBU,222.90000000000012
2020-02-19T00:00:00Z,Secobra,72.70000000000002
2020-02-20T00:00:00Z,BOKU,638.0583333319998
2020-02-20T00:00:00Z,NMBU,222.90000000000012
2020-02-20T00:00:00Z,Secobra,72.70000000000002
2020-02-21T00:00:00Z,BOKU,638.0583333319998
2020-02-21T00:00:00Z,NMBU,222.90000000000012
2020-02-21T00:00:00Z,Secobra,72.70000000000002
2020-02-22T00:00:00Z,BOKU,640.5906249989998
2020-02-22T00:00:00Z,NMBU,223.1000000000001
2020-02-22T00:00:00Z,Secobra,75.30000000000001
2020-02-23T00:00:00Z,BOKU,647.7968749989998
2020-02-23T00:00:00Z,NMBU,223.1000000000001
2020-02-23T00:00:00Z,Secobra,80.20000000000002
2020-02-24T00:00:00Z,BOKU,650.7031249989998
2020-02-24T00:00:00Z,NMBU,223.1000000000001
2020-02-24T00:00:00Z,Secobra,80.30000000000001
2020-02-25T00:00:00Z,BOKU,653.9041666659998
2020-02-25T00:00:00Z,NMBU,223.1000000000001
2020-02-25T00:00:00Z,Secobra,83.4
2020-02-26T00:00:00Z,BOKU,655.3510416659998
2020-02-26T00:00:00Z,NMBU,223.1000000000001
2020-02-26T00:00:00Z,Secobra,83.4
2020-02-27T00:00:00Z,BOKU,655.4385416659998
2020-02-27T00:00:00Z,NMBU,223.1000000000001
2020-02-27T00:00:00Z,Secobra,83.4
2020-02-28T00:00:00Z,BOKU,655.4385416659998
2020-02-28T00:00:00Z,NMBU,223.1000000000001
2020-02-28T00:00:00Z,Secobra,83.4
2020-02-29T00:00:00Z,BOKU,655.4385416659998
2020-02-29T00:00:00Z,NMBU,223.1000000000001
2020-02-29T00:00:00Z,Secobra,84.5
2020-03-01T00:00:00Z,BOKU,657.8010416659997
2020-03-01T00:00:00Z,NMBU,223.1000000000001
2020-03-01T00:00:00Z,Secobra,86.5
2020-03-02T00:00:00Z,BOKU,662.0833333329997
2020-03-02T00:00:00Z,NMBU,223.1000000000001
2020-03-02T00:00:00Z,Secobra,87.1
2020-03-03T00:00:00Z,BOKU,664.7218749999997
2020-03-03T00:00:00Z,NMBU,223.1000000000001
2020-03-03T00:00:00Z,Secobra,87.1
2020-03-04T00:00:00Z,BOKU,665.2562499999997
2020-03-04T00:00:00Z,NMBU,223.1000000000001
2020-03-04T00:00:00Z,Secobra,87.1
2020-03-05T00:00:00Z,BOKU,665.9135416669997
2020-03-05T00:00:00Z,NMBU,223.1000000000001
2020-03-05T00:00:00Z,Secobra,87.1
2020-03-06T00:00:00Z,BOKU,668.3114583339997
2020-03-06T00:00:00Z,NMBU,223.1000000000001
